ALABAMA,"AG LAND, ORGANIC - NUMBER OF OPERATIONS",28,15.6
ALABAMA,"AG LAND, ORGANIC - NUMBER OF OPERATIONS",15,18.7
ALABAMA,"AG LAND, ORGANIC - NUMBER OF OPERATIONS",13,22.4
ALABAMA,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",7,15.6
ALABAMA,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",7,18.8
ALABAMA,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",2,18.7
ALABAMA,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",5,6
ALABAMA,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",2,6
ALABAMA,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",5,9.5
ALABAMA,"AG LAND, ORGANIC, OWNED - ACRES", (D),1.3
ALABAMA,"AG LAND, ORGANIC, OWNED - ACRES", (D),1.6
ALABAMA,"AG LAND, ORGANIC, OWNED - ACRES",245,4.7
ALABAMA,"AG LAND, ORGANIC, OWNED - NUMBER OF OPERATIONS",28,5.5
ALABAMA,"AG LAND, ORGANIC, OWNED - NUMBER OF OPERATIONS",15,5.6
ALABAMA,"AG LAND, ORGANIC, OWNED - NUMBER OF OPERATIONS",13,41.5
ALABAMA,"AG LAND, ORGANIC, OWNED, TRANSITIONING - ACRES",60,5
ALABAMA,"AG LAND, ORGANIC, OWNED, TRANSITIONING - NUMBER OF OPERATIONS",5,18.3
ALABAMA,"AG LAND, ORGANIC, RENTED FROM OTHERS - ACRES", (D),5.3
ALABAMA,"AG LAND, ORGANIC, RENTED FROM OTHERS - ACRES", (D),9.9
ALABAMA,"AG LAND, ORGANIC, RENTED FROM OTHERS - NUMBER OF OPERATIONS",2,12.4
ALABAMA,"AG LAND, ORGANIC, RENTED FROM OTHERS - NUMBER OF OPERATIONS",2,4.9
ALABAMA,"AG LAND, ORGANIC, TRANSITIONING - ACRES",60,18.3
ALABAMA,"AG LAND, ORGANIC, TRANSITIONING - ACRES", (D),5.9
ALABAMA,"AG LAND, ORGANIC, TRANSITIONING - ACRES", (D),9.9
ALABAMA,"AG LAND, ORGANIC, TRANSITIONING - ACRES", (D),12.4
ALABAMA,"AG LAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",5,50.9
ALABAMA,"AG LAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",3,(H)
ALABAMA,"AG LAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",2,(H)
ALABAMA,"AG LAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",6,5.4
ALABAMA,"AG LAND, OWNED, ACQUIRED, PURCHASED FROM NON-RELATIVE, DIRECT SALE OR BROKER - ACRES","4,417,817",5.4
ALABAMA,"AG LAND, OWNED, ACQUIRED, PURCHASED FROM NON-RELATIVE, DIRECT SALE OR BROKER - AREA, MEASURED IN COUNT","31,637",9.7
ALABAMA,"AG LAND, OWNED, ACQUIRED, PURCHASED FROM RELATIVE, DIRECT SALE OR BROKER - ACRES","950,171",1.3
ALABAMA,"AG LAND, OWNED, ACQUIRED, PURCHASED FROM RELATIVE, DIRECT SALE OR BROKER - AREA, MEASURED IN COUNT","12,810",1.7
ALABAMA,"AG LAND, OWNED, ACQUIRED, PURCHASED IN AUCTION - ACRES","175,299",5.1
ALABAMA,"AG LAND, OWNED, ACQUIRED, PURCHASED IN AUCTION - AREA, MEASURED IN COUNT","1,784",18.4
ALABAMA,"AG LAND, OWNED, ACQUIRED, VIA INHERITANCE & GIFT - ACRES","3,356,714",7.4
ALABAMA,"AG LAND, OWNED, ACQUIRED, VIA INHERITANCE & GIFT - AREA, MEASURED IN COUNT","32,185",8.7
ALABAMA,"AG LAND, OWNED, ANTICIPATE DISPOSAL, VIA WILL - ACRES","548,977",8.7
ALABAMA,"AG LAND, OWNED, ANTICIPATE DISPOSAL, VIA WILL - AREA, MEASURED IN COUNT","4,599",35.3
ALABAMA,"AG LAND, OWNED, ANTICIPATE DISPOSAL, WITHIN 5 YRS, VIA SALE & GIFT & TRUST - ACRES","659,049",1.3
ALABAMA,"AG LAND, OWNED, ANTICIPATE DISPOSAL, WITHIN 5 YRS, VIA SALE & GIFT & TRUST - AREA, MEASURED IN COUNT","4,042",1.4
ALABAMA,"AG LAND, OWNED, ANTICIPATE DISPOSAL, WITHIN 5 YRS, VIA SALE TO NON-RELATIVE - ACRES","335,731",11
ALABAMA,"AG LAND, OWNED, ANTICIPATE DISPOSAL, WITHIN 5 YRS, VIA SALE TO NON-RELATIVE - AREA, MEASURED IN COUNT","2,296",22.1
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - ACRES","2,421,000",7.8
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - ACRES","2,270,797",34.7
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - ACRES","1,882,488",35.1
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - ACRES","374,511",45.7
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - ACRES","371,543",7.2
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - ACRES","610,632",8.3
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - ACRES","250,039",44.8
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - ACRES","1,833,236",66.9
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - ACRES","1,481,086",36.2
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - ACRES","245,312",17.6
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - ACRES","281,894",17.7
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - ACRES","432,441",65.2
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - ACRES","363,101",79.4
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - ACRES","210,207",5.3
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - ACRES","500,970",5.6
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - ACRES","93,874",19.8
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - ACRES","538,512",6.3
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - ACRES","437,561",8.7
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","29,936",14
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","28,862",7.6
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","25,847",2.1
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","17,092",7
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","2,713",3.9
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","1,854",6.9
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","3,898",18.2
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","24,987",10.2
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","23,611",4.3
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","1,969",36.8
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT",478,16.6
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","5,720",7.6
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","4,462",3.8
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","7,924",12.8
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","1,826",8.2
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","5,438",19
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","4,089",10.5
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","3,875",10.4
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ACQUIRED, PURCHASED FROM NON-RELATIVE, DIRECT SALE OR BROKER - ACRES","780,713",5.2
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ACQUIRED, PURCHASED FROM NON-RELATIVE, DIRECT SALE OR BROKER - ACRES","559,817",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ACQUIRED, PURCHASED FROM NON-RELATIVE, DIRECT SALE OR BROKER - ACRES","220,895",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ACQUIRED, PURCHASED FROM NON-RELATIVE, DIRECT SALE OR BROKER - AREA, MEASURED IN COUNT","9,139",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ACQUIRED, PURCHASED FROM NON-RELATIVE, DIRECT SALE OR BROKER - AREA, MEASURED IN COUNT","7,278",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ACQUIRED, PURCHASED FROM NON-RELATIVE, DIRECT SALE OR BROKER - AREA, MEASURED IN COUNT","1,861",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ACQUIRED, PURCHASED FROM RELATIVE, DIRECT SALE OR BROKER - ACRES","228,519",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ACQUIRED, PURCHASED FROM RELATIVE, DIRECT SALE OR BROKER - ACRES","159,140",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ACQUIRED, PURCHASED FROM RELATIVE, DIRECT SALE OR BROKER - AREA, MEASURED IN COUNT","4,808",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ACQUIRED, PURCHASED FROM RELATIVE, DIRECT SALE OR BROKER - AREA, MEASURED IN COUNT","3,938",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ACQUIRED, VIA INHERITANCE & GIFT - ACRES","1,366,301",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ACQUIRED, VIA INHERITANCE & GIFT - ACRES","1,119,644",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ACQUIRED, VIA INHERITANCE & GIFT - ACRES","246,658",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ACQUIRED, VIA INHERITANCE & GIFT - AREA, MEASURED IN COUNT","18,531",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ACQUIRED, VIA INHERITANCE & GIFT - AREA, MEASURED IN COUNT","16,889",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ACQUIRED, VIA INHERITANCE & GIFT - AREA, MEASURED IN COUNT","1,641",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ANTICIPATE DISPOSAL, VIA WILL - ACRES","181,047",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ANTICIPATE DISPOSAL, VIA WILL - ACRES","178,379",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ANTICIPATE DISPOSAL, VIA WILL - AREA, MEASURED IN COUNT","2,720",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ANTICIPATE DISPOSAL, VIA WILL - AREA, MEASURED IN COUNT","2,685",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ANTICIPATE DISPOSAL, WITHIN 5 YRS, VIA SALE & GIFT & TRUST - ACRES","378,555",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ANTICIPATE DISPOSAL, WITHIN 5 YRS, VIA SALE & GIFT & TRUST - ACRES","314,207",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ANTICIPATE DISPOSAL, WITHIN 5 YRS, VIA SALE & GIFT & TRUST - ACRES","366,210",
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ANTICIPATE DISPOSAL, WITHIN 5 YRS, VIA SALE & GIFT & TRUST - ACRES","315,975",6.6
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ANTICIPATE DISPOSAL, WITHIN 5 YRS, VIA SALE & GIFT & TRUST - AREA, MEASURED IN COUNT","2,250",8.2
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ANTICIPATE DISPOSAL, WITHIN 5 YRS, VIA SALE & GIFT & TRUST - AREA, MEASURED IN COUNT","2,128",18.2
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ANTICIPATE DISPOSAL, WITHIN 5 YRS, VIA SALE & GIFT & TRUST - AREA, MEASURED IN COUNT","2,142",26.1
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, ANTICIPATE DISPOSAL, WITHIN 5 YRS, VIA SALE & GIFT & TRUST - AREA, MEASURED IN COUNT","2,048",28.4
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, FULLY PAID FOR - ACRES","2,316,210",5.1
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, FULLY PAID FOR - ACRES","1,842,421",30
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, FULLY PAID FOR - ACRES","473,789",7.9
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, FULLY PAID FOR - AREA, MEASURED IN COUNT","29,291",66.3
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, FULLY PAID FOR - AREA, MEASURED IN COUNT","25,240",31.9
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, FULLY PAID FOR - AREA, MEASURED IN COUNT","4,052",4.2
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, OWNERSHIP TYPE, CORPORATION & TRUST - ACRES","469,360",4.5
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, OWNERSHIP TYPE, CORPORATION & TRUST - AREA, MEASURED IN COUNT","3,241",4.9
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, OWNERSHIP TYPE, INDIVIDUAL & PARTNERSHIP - ACRES","1,323,451",10.5
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, OWNERSHIP TYPE, INDIVIDUAL & PARTNERSHIP - AREA, MEASURED IN COUNT","22,285",32.5
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, OWNERSHIP TYPE, INDIVIDUAL - ACRES","945,858",6.1
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, OWNERSHIP TYPE, INDIVIDUAL - AREA, MEASURED IN COUNT","16,647",34.9
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, OWNERSHIP TYPE, PARTNERSHIP - ACRES","377,592",4.6
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, OWNERSHIP TYPE, PARTNERSHIP - AREA, MEASURED IN COUNT","6,155",6.9
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, OWNERSHIP TYPE, TRUST - ACRES","169,278",3.7
ALABAMA,"AG LAND, OWNED, RENTED TO OTHERS, OWNERSHIP TYPE, TRUST - AREA, MEASURED IN COUNT","1,916",82.7
ALABAMA,"AG LAND, OWNED, RIGHTS, LEASED - ACRES","442,529",4.4
ALABAMA,"AG LAND, OWNED, RIGHTS, LEASED - AREA, MEASURED IN COUNT","1,814",5.7
ALABAMA,"AG LAND, OWNED, RIGHTS, LEASED, (EXCL OIL & GAS) - ACRES","309,693",4.7
ALABAMA,"AG LAND, OWNED, RIGHTS, LEASED, (EXCL OIL & GAS) - AREA, MEASURED IN COUNT",778,85.8
ALABAMA,"AG LAND, OWNED, RIGHTS, SOLD - ACRES","99,342",2.6
ALABAMA,"AG LAND, OWNED, RIGHTS, SOLD - AREA, MEASURED IN COUNT","1,595",2.9
ALABAMA,"AG LAND, OWNED, RIGHTS, SOLD, OIL & GAS - ACRES","73,813",6.3
ALABAMA,"AG LAND, OWNED, RIGHTS, SOLD, OIL & GAS - AREA, MEASURED IN COUNT","1,522",38
ALABAMA,"AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - ACRES", (D),16.3
ALABAMA,"AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - ACRES", (D),6.5
ALABAMA,"AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - ACRES", (D),8.3
ALABAMA,"AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - ACRES", (D),6.6
ALABAMA,"AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",5,33.4
ALABAMA,"AG LAND, PASTURELAND, OWNED, RENTED TO OTHERS - ACRES","325,161",39.7
ALABAMA,"AG LAND, PASTURELAND, OWNED, RENTED TO OTHERS - ACRES","256,764",4.1
ALABAMA,"AG LAND, PASTURELAND, OWNED, RENTED TO OTHERS - ACRES","68,397",5
ALABAMA,"AG LAND, PASTURELAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","5,374",4.1
ALABAMA,"AG LAND, PASTURELAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT","4,471",14.8
ALABAMA,"AG LAND, PASTURELAND, OWNED, RENTED TO OTHERS - AREA, MEASURED IN COUNT",903,3.7
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","2,428,815",4.2
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","432,412",6.4
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","406,695",10.5
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","837,243",7.5
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","327,392",29.1
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","1,868,467",6.6
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","383,169",7.8
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","450,705",11.2
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","491,955",4.5
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","441,381",4.5
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","242,472",15.9
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","701,172",26.3
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","101,131",29
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","546,327",5.9
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","57,901",7.4
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","77,353",8.3
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","387,381",13
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","59,513",5.7
ALABAMA,"AG LAND, RENTED TO OTHERS - ACRES","78,280",6.3
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT","29,994",11.9
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT","19,066",53.8
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT","2,963",57
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT","2,568",31.5
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT","4,991",23.8
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT","27,128",25.5
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT","2,457",26.4
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT",646,39.9
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT","7,012",29.6
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT","5,179",12
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT","8,864",26.6
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT","2,459",10
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT","5,834",8.6
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT","4,147",12
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT","1,974",9.3
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT","1,093",39.8
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT","3,518",12.7
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT","1,292",31.8
ALABAMA,"AG LAND, RENTED TO OTHERS - AREA, MEASURED IN COUNT",718,14.7
ALABAMA,"FARM OPERATIONS, ORGANIC - NUMBER OF OPERATIONS",28,32.6
ALABAMA,"FARM OPERATIONS, ORGANIC - NUMBER OF OPERATIONS",15,21.1
ALABAMA,"FARM OPERATIONS, ORGANIC - NUMBER OF OPERATIONS",13,16
ALABAMA,"FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS",7,16.8
ALABAMA,"FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS",53,9.6
ALABAMA,"FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS",40,17.4
ALABAMA,"LANDLORDS - NUMBER OF PARTNERS, AVG",3,39.6
ALABAMA,"LANDLORDS - PARTNERS, AVG, MEASURED IN COUNT","6,155",20.4
ALABAMA,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - NUMBER OF OPERATIONS",20,11.5
ALABAMA,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - NUMBER OF OPERATIONS",11,17.8
ALABAMA,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - NUMBER OF OPERATIONS",9,10.7
ALABAMA,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",77,9.1
ALABAMA,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",85,13.3
ALABAMA,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",69,9.8
ALABAMA,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - NUMBER OF OPERATIONS",4,45.4
ALABAMA,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - NUMBER OF OPERATIONS",4,12.1
ALABAMA,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - OPERATIONS, MEASURED IN PCT BY PRACTICE",15,37.2
ALABAMA,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - OPERATIONS, MEASURED IN PCT BY PRACTICE",31,8.6
ALABAMA,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - NUMBER OF OPERATIONS",2,22.4
ALABAMA,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - NUMBER OF OPERATIONS",2,32.1
ALABAMA,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - OPERATIONS, MEASURED IN PCT BY PRACTICE",8,29.2
ALABAMA,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - OPERATIONS, MEASURED IN PCT BY PRACTICE",15,16.3
ALABAMA,"PRACTICES, ORGANIC, ADEQUATE PRODUCTION INPUTS AVAILABLE - NUMBER OF OPERATIONS",14,10.9
ALABAMA,"PRACTICES, ORGANIC, ADEQUATE PRODUCTION INPUTS AVAILABLE - NUMBER OF OPERATIONS",9,23.2
ALABAMA,"PRACTICES, ORGANIC, ADEQUATE PRODUCTION INPUTS AVAILABLE - NUMBER OF OPERATIONS",5,10.4
ALABAMA,"PRACTICES, ORGANIC, BENEFICIAL INSECT OR VERTEBRATE HABITAT MAINTAINED - NUMBER OF OPERATIONS",19,18.5
ALABAMA,"PRACTICES, ORGANIC, BENEFICIAL INSECT OR VERTEBRATE HABITAT MAINTAINED - NUMBER OF OPERATIONS",8,10.8
ALABAMA,"PRACTICES, ORGANIC, BENEFICIAL INSECT OR VERTEBRATE HABITAT MAINTAINED - NUMBER OF OPERATIONS",11,18
ALABAMA,"PRACTICES, ORGANIC, BENEFICIAL ORGANISMS APPLIED OR RELEASED - NUMBER OF OPERATIONS",4,44.6
ALABAMA,"PRACTICES, ORGANIC, BENEFICIAL ORGANISMS APPLIED OR RELEASED - NUMBER OF OPERATIONS",2,21.8
ALABAMA,"PRACTICES, ORGANIC, BENEFICIAL ORGANISMS APPLIED OR RELEASED - NUMBER OF OPERATIONS",2,36.7
ALABAMA,"PRACTICES, ORGANIC, BIOLOGICAL PEST MGMT - NUMBER OF OPERATIONS",17,55.5
ALABAMA,"PRACTICES, ORGANIC, BIOLOGICAL PEST MGMT - NUMBER OF OPERATIONS",11,20.4
ALABAMA,"PRACTICES, ORGANIC, BIOLOGICAL PEST MGMT - NUMBER OF OPERATIONS",6,19.7
ALABAMA,"PRACTICES, ORGANIC, BUFFER STRIPS OR BORDER ROWS MAINTAINED, TO ISOLATE ORGANIC FROM CONVENTIONAL CROPS - NUMBER OF OPERATIONS",22,15.4
ALABAMA,"PRACTICES, ORGANIC, BUFFER STRIPS OR BORDER ROWS MAINTAINED, TO ISOLATE ORGANIC FROM CONVENTIONAL CROPS - NUMBER OF OPERATIONS",14,28.1
ALABAMA,"PRACTICES, ORGANIC, BUFFER STRIPS OR BORDER ROWS MAINTAINED, TO ISOLATE ORGANIC FROM CONVENTIONAL CROPS - NUMBER OF OPERATIONS",8,36.7
