PA,oats,2
CA,rice,1
CT,peppers,1
SD,beans,1
FL,pears,1
MT,dairy,1
OK,beans,1
KS,beans,2
OH,apples,1
ID,pears,1
KY,peaches,1
IL,cotton,3
MN,corn,6
CO,corn,1
FL,peppers,1
SD,rice,11
UT,dairy,5
KY,wheat,1
FL,wheat,1
FL,tomatoes,2
VT,cultivation,1
AL,oats,2
IA,dairy,1
NE,peppers,2
MO,wheat,8
DE,rice,231
NJ,oranges,2
NV,cotton,1
OK,rice,2
ID,tomatoes,1
AL,cotton,2
WI,peanuts,1
KS,rice,5
ID,wheat,4
OK,oats,1
CO,wheat,6
FL,corn,2
AL,rice,4
NJ,blueberries,1
VA,beans,9
DE,cotton,2
ID,corn,1
NJ,cranberries,1
SD,oats,1
KY,hay,1
OH,fishing,1
CA,cotton,1
AR,rice,17
OH,potatoes,1
OH,almonds,1
IL,rice,2
WY,dairy,1
MN,peppers,2
PA,rice,3
MN,wheat,6
MO,sorghum,1
NC,peanuts,1
CT,hay,5
AR,corn,7
WY,potatoes,1
MO,beans,6
WV,potatoes,1
WV,fishing,1
PA,corn,6
DE,pears,1
IL,corn,10
FL,rice,30
CO,cotton,1
MA,rice,4
CA,pears,1
IA,peanuts,1
MA,cultivation,1
ID,rice,12
WI,dairy,7
ID,lettuce,1
AL,corn,1
NM,beans,1
GA,Sheep,3
TN,cotton,1
VT,dairy,4
KY,apples,1
OH,peaches,1
TX,corn,3
NE,peanuts,1
CO,potatoes,1
MS,rice,4
WI,peppers,2
MI,rice,21
IN,cotton,3
NJ,pears,2
CA,tobacco,3
WV,cotton,1
CA,dairy,1
